iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,59.69110870361328,376.20001220703125,-0.0006514939479529858,0.100315622985363,0.0037275348989559073,8.260923903329031,0.0,0.500660906235377
1.0,4000.0,56.375186920166016,264.0,-0.008986237844718354,0.01482910720099296,0.002724639599078468,8.260100664411272,0.0,0.5004952251911163
2.0,6000.0,65.27092742919922,323.5,-0.012566591493253197,0.008496671595743724,0.004652148245700768,8.260418946402414,0.0,0.5003428161144257
3.0,8000.0,62.63475799560547,284.28570556640625,-0.005716053622641734,0.005285161447578243,0.003573124503184642,8.260672869001116,0.0,0.5005473891894022
4.0,10000.0,64.77067565917969,262.625,-0.006742794465805803,0.0043553848950458425,0.0034159812277981213,8.260589081900461,0.0,0.4999891022841136
5.0,12000.0,63.03633499145508,268.0,-0.0068991022716675485,0.0038379332782434565,0.0037273866324020284,8.260992813110352,0.0,0.5007718503475189
6.0,14000.0,64.43793487548828,323.3999938964844,-0.005136552240167345,0.009255413172234382,0.004237836739048362,8.25946524483817,0.0,0.50099449356397
7.0,16000.0,59.19145965576172,328.4285583496094,-0.0062886163592338565,0.00389158023255212,0.004799558840958135,8.259885924203056,0.0,0.5005439321200053
8.0,18000.0,64.78182220458984,271.8571472167969,-0.01058451050360288,0.0027638940938881466,0.005045400879212788,8.260826001848493,0.0,0.5000184973080953
9.0,20000.0,84.14057159423828,359.0,-0.0034032522833773067,0.0030127481357859714,0.0033109409867652824,8.261738232203893,0.0,0.4997846484184265
