iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,-226.47015380859375,278.6666564941406,-0.022579367086291314,0.020936983078718184,0.009117277269251645,4.350094618116106,0.0,0.4993048806985219
1.0,4000.0,-320.8544006347656,331.28570556640625,-0.016849538351276092,0.024395168333181314,0.007546455898721304,4.3510466575622555,0.0,0.49910960263676113
2.0,6000.0,-238.53025817871094,268.75,-0.011440705853913512,0.011452350153454713,0.005202562897466123,4.351500606536865,0.0,0.49863919284608627
3.0,8000.0,-233.5314178466797,278.0,-0.013542955461889505,0.010237208008766175,0.008186938956246845,4.352362782614572,0.0,0.49843663970629376
4.0,10000.0,-220.440673828125,250.875,-0.01996576895139047,0.009035378255482231,0.010079774796031416,4.352678176334926,0.0,0.49824542469448513
5.0,12000.0,-320.528564453125,325.8571472167969,-0.01911613675100463,0.01028020420510854,0.007584374274925462,4.353311061859131,0.0,0.4978478617138333
6.0,14000.0,-228.3865203857422,262.71429443359375,-0.01813524046114513,0.008289875276386739,0.006545382026316864,4.353513976505824,0.0,0.4981740547551049
7.0,16000.0,-223.78477478027344,282.0,-0.01686276402324438,0.007590693321877292,0.0064388535850282225,4.352838747841972,0.0,0.4983710050582886
8.0,18000.0,-355.3251037597656,338.8333435058594,-0.014526914272989546,0.00713721669412085,0.007640575241696622,4.352171979631696,0.0,0.4988756510946486
9.0,20000.0,-237.0607147216797,282.0,-0.016601655123356197,0.004469088052532502,0.009177900711074471,4.351792212894985,0.0,0.49869054224756026
