iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,65.36834716796875,329.3333435058594,0.0020413383841514587,0.06739133838564157,0.004661461431533098,8.261580085754394,0.0,0.49983816345532733
1.0,4000.0,61.19064712524414,273.71429443359375,-0.0031732289918831418,0.006721199476825339,0.004333792773208448,8.261814907618932,0.0,0.4997791548569997
2.0,6000.0,62.81816864013672,283.0,-0.0032764183756496226,0.009697737930608647,0.0021868584344961815,8.261619704110283,0.0,0.4999505281448364
3.0,8000.0,72.78952026367188,330.6666564941406,-0.0026688390810574803,0.005215633361201201,0.004083540490163224,8.261478860037668,0.0,0.4999294877052307
4.0,10000.0,53.069393157958984,243.375,-0.009610840146030699,0.005038372167785253,0.0026020594207303866,8.262219755990165,0.0,0.4989483157793681
5.0,12000.0,56.983909606933594,257.75,-0.0062962652184069155,0.003214509199772562,0.004260168044960925,8.264175360543387,0.0,0.4984116852283478
6.0,14000.0,59.683929443359375,253.85714721679688,-0.018938346393406393,0.002928165945091418,0.004620860517024994,8.264869335719517,0.0,0.4982079366842906
7.0,16000.0,57.09245300292969,275.125,-0.005707505345344544,0.002636838724304523,0.0033525971097073384,8.26566573551723,0.0,0.4974505404631297
8.0,18000.0,65.21095275878906,296.8571472167969,8.479041446532523e-05,0.0025553764875179954,0.0033312906311558825,8.26708106994629,0.0,0.496939738591512
9.0,20000.0,44.9777946472168,267.4285583496094,-0.009865151385643653,0.00331620501819998,0.0030604516422109945,8.268385941641672,0.0,0.4960468113422394
