iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,52.27050018310547,357.79998779296875,-0.014624444189082299,0.07155264866139208,0.00861414539893823,4.349262278420585,0.0,0.5000937117470635
1.0,4000.0,61.3042106628418,290.125,-0.014632903092673847,0.014143512544355223,0.004697213531471789,4.349169308798654,0.0,0.5000693433814578
2.0,6000.0,50.23692321777344,237.6666717529297,-0.013139386235603264,0.009986081686136978,0.005806886903675539,4.349039118630546,0.0,0.500304145945443
3.0,8000.0,63.98723220825195,338.20001220703125,-0.016118585504591464,0.005456825066357851,0.006999003128813846,4.348661204746791,0.0,0.500475780831443
4.0,10000.0,48.387962341308594,258.25,-0.013842609764209816,0.004290271876379847,0.007309978199191392,4.348570033482143,0.0,0.5001965893639458
5.0,12000.0,80.8402099609375,302.5,-0.020485667644866874,0.0034988468579415766,0.01000907938993935,4.34956203188215,0.0,0.4996524353822072
6.0,14000.0,65.99449157714844,321.3333435058594,-0.0220051725661116,0.0041921909698950394,0.008094093409766044,4.350708511897496,0.0,0.4990229474173652
7.0,16000.0,56.24895095825195,310.375,-0.020767930921699318,0.004302305621760232,0.008134162542410195,4.351174722399031,0.0,0.4992922478251987
8.0,18000.0,45.40968322753906,214.875,-0.02341322252260787,0.0028717060739706667,0.006430207475620721,4.350876413072858,0.0,0.4991367922888862
9.0,20000.0,88.49948120117188,330.8333435058594,-0.01941017672153456,0.0025187542628762978,0.008049232000485063,4.351179667881557,0.0,0.49919861886236405
