iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,-108.75698852539062,287.8333435058594,-0.010255593567022256,0.07028317579201289,0.003927692810871772,8.261400658743723,0.0,0.5000587304433187
1.0,4000.0,-142.02291870117188,313.0,-0.00785120627177613,0.015011263439165694,0.003292371325993112,8.262229674203056,0.0,0.49908241629600525
2.0,6000.0,-126.9017105102539,284.0,-0.00702199660507696,0.03906756807118654,0.0021277755166270902,8.263555363246374,0.0,0.4987786114215851
3.0,8000.0,-193.21250915527344,347.4285583496094,-0.008327274064400366,0.012238201498985291,0.007121246228260654,8.263537216186524,0.0,0.4995021919409434
4.0,10000.0,-162.8698272705078,319.1666564941406,-0.008683900548411267,0.008668532980872052,0.0050349458120763305,8.261688123430524,0.0,0.49983028570810956
5.0,12000.0,-127.18730163574219,263.5,-0.00650760605931282,0.006574933184310794,0.0032052435380007537,8.261622537885394,0.0,0.5000396966934204
6.0,14000.0,-112.84454345703125,283.4285583496094,-0.004282082164926189,0.0033285621420613355,0.0045840161386877295,8.26114011492048,0.0,0.5002258817354838
7.0,16000.0,-124.03328704833984,279.8571472167969,-0.014350235355751854,0.003896520200318524,0.0039839476746107855,8.260711315699986,0.0,0.5005238155523936
8.0,18000.0,-120.59330749511719,261.0,-0.0017006044143012592,0.004071159733991538,0.0024213960992970638,8.260177176339285,0.0,0.5005645255247752
9.0,20000.0,-129.1415252685547,274.8571472167969,-0.0040581155036176954,0.003535871793116842,0.004032418191699045,8.260654994419642,0.0,0.5002124905586243
10.0,22000.0,-148.01268005371094,276.0,-0.004489967612815755,0.0038001506456307003,0.0027706578972616367,8.260551261901856,0.0,0.5009572704633077
11.0,24000.0,-108.28279876708984,264.4285583496094,-0.008934468137366432,0.002880540703024183,0.0043603985836463315,8.259912654331751,0.0,0.5003984669844309
12.0,26000.0,-149.41213989257812,320.0,-0.010881359555891581,0.003552944751988564,0.003915244267721261,8.260829871041434,0.0,0.5003766020139059
13.0,28000.0,-103.5002212524414,251.5,-0.00894233785968806,0.003407648205757141,0.004560291986646397,8.260577065604073,0.0,0.5004574855168661
14.0,30000.0,-118.4345932006836,266.0,-0.00486969616530197,0.002887612155505589,0.0032573741661118608,8.260393333435058,0.0,0.5005217492580414
15.0,32000.0,-104.21226501464844,257.625,-0.015253731102815696,0.0032920995960012077,0.007814168883487582,8.26014186314174,0.0,0.5008753339449564
16.0,34000.0,-217.14019775390625,354.5,-0.0151786047699196,0.006675139641655343,0.004768174374476075,8.259910910470145,0.0,0.50053138534228
