iteration,total_steps,mean_episode_reward,mean_episode_length,actor_loss,critic_loss,kl_divergence,entropy,clip_fraction,mean_noise_std
0.0,2000.0,70.7815933227539,293.5714416503906,-0.009301770491791622,0.06951287085456508,0.0068639435938426425,8.260531779697963,0.0,0.5008979042371114
1.0,4000.0,61.02048110961914,311.6666564941406,-0.004147824325731822,0.00862652857654861,0.002673713576846889,8.259816251482283,0.0,0.5004127621650696
2.0,6000.0,64.14002990722656,312.8571472167969,-0.012408546557916062,0.00805015369717564,0.004583005547257406,8.261482538495745,0.0,0.49949754277865094
3.0,8000.0,61.06488800048828,270.4285583496094,-0.0056358192914298605,0.005190820546288576,0.00354479767515191,8.262114306858608,0.0,0.5000984867413839
4.0,10000.0,51.36429977416992,279.1428527832031,-0.013234370414699827,0.004305322454976184,0.002700194962588804,8.260721697126115,0.0,0.5005112588405609
5.0,12000.0,69.28285217285156,312.0,-0.00023073623222964152,0.0037381222737686974,0.005513115659622209,8.26078404017857,0.0,0.4997904896736145
6.0,14000.0,65.35952758789062,424.25,-0.00535311719535717,0.006048826627167208,0.0025322859042457174,8.262649699619837,0.0,0.49879903594652814
7.0,16000.0,48.45651626586914,245.22222900390625,-0.01195453189845596,0.00391607103935842,0.0037370937344219004,8.264233916146415,0.0,0.4985098938147227
8.0,18000.0,52.36371994018555,255.375,-0.00528481106406876,0.004197367912690555,0.00486468690048371,8.264479282924107,0.0,0.49843302369117737
9.0,20000.0,42.509376525878906,256.1428527832031,-0.015334555400269373,0.0027337605632575496,0.004262607518051352,8.265409415108817,0.0,0.4973865548769633
